subject_id,domain,word,language,semantic,semantic.1,latency_ms,x_norm,y_norm,x_viz,y_viz,canvas_width,canvas_height,session_id,Hi_Read,Hi_Write,En_Read,En_Write,first_language,language_count,state_ut,age,gender,education,dominant_hand
95712,colours,पीला,hindi,पीला,पीला,7872.0,0.2768810772299682,0.8204958543769245,-0.4462378455400636,0.640991708753849,812.0,557.1500244140625,2kupFqWyVgUTsqisMsI7,5,4,5,4,Hindi,2,Chhattisgarh,23,Male,17,Right
95712,colours,हरा,hindi,हरा,हरा,9607.0,0.4644879071249416,0.8220986385512521,-0.0710241857501168,0.6441972771025042,812.0,557.1500244140625,2kupFqWyVgUTsqisMsI7,5,4,5,4,Hindi,2,Chhattisgarh,23,Male,17,Right
95712,colours,भगवा,hindi,भगवा,भगवा,8012.0,0.2131136807207391,0.8220986385512521,-0.5737726385585218,0.6441972771025042,812.0,557.1500244140625,2kupFqWyVgUTsqisMsI7,5,4,5,4,Hindi,2,Chhattisgarh,23,Male,17,Right
95712,colours,नीला,hindi,नीला,नीला,6640.0,0.4028764549499088,0.8220986385512521,-0.1942470901001822,0.6441972771025042,812.0,557.1500244140625,2kupFqWyVgUTsqisMsI7,5,4,5,4,Hindi,2,Chhattisgarh,23,Male,17,Right
95712,colours,गुलाबी,hindi,गुलाबी,गुलाबी,8142.0,0.526695996303018,0.823984185755401,0.053391992606036,0.647968371510802,812.0,557.1500244140625,2kupFqWyVgUTsqisMsI7,5,4,5,4,Hindi,2,Chhattisgarh,23,Male,17,Right
95712,animals,कुत्ता,hindi,कुत्ता,कुत्ता,9246.0,0.1298420246781077,0.8202130913471032,-0.7403159506437845,0.6404261826942064,812.0,557.1500244140625,2kupFqWyVgUTsqisMsI7,5,4,5,4,Hindi,2,Chhattisgarh,23,Male,17,Right
95712,animals,बिल्ली,hindi,बिल्ली,बिल्ली,7278.0,0.2569087912965081,0.8220986385512521,-0.4861824174069837,0.6441972771025042,812.0,557.1500244140625,2kupFqWyVgUTsqisMsI7,5,4,5,4,Hindi,2,Chhattisgarh,23,Male,17,Right
95712,animals,सेर,hindi,सेर,सेर,6688.0,0.3210066756810033,0.8258697329595498,-0.3579866486379934,0.6517394659190996,812.0,557.1500244140625,2kupFqWyVgUTsqisMsI7,5,4,5,4,Hindi,2,Chhattisgarh,23,Male,17,Right
95712,animals,बाग़,hindi,बाग़,बाग़,11987.0,0.3692784417535159,0.8258697329595498,-0.2614431164929681,0.6517394659190996,812.0,557.1500244140625,2kupFqWyVgUTsqisMsI7,5,4,5,4,Hindi,2,Chhattisgarh,23,Male,17,Right
95712,animals,बन्दर,hindi,बन्दर,बन्दर,17777.0,0.1938463555365176,0.8202130913471032,-0.6123072889269647,0.6404261826942064,812.0,557.1500244140625,2kupFqWyVgUTsqisMsI7,5,4,5,4,Hindi,2,Chhattisgarh,23,Male,17,Right
